customer_id,age,gender,item_purchased,category,purchase_amount_usd,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,promo_code_used,previous_purchases,payment_method,frequency_of_purchases,dependency_score,value_tier,value_score,satisfaction_flag,loyalty_segment,retention_risk,age_group,promo_sensitivity,premium_customer
3269,22,Female,Dress,Clothing,97,Arkansas,M,Cyan,Fall,2.8,No,Free Shipping,No,No,5,Bank Transfer,Every 3 Months,0,Medium Value,0.5076147959183674,Unsatisfied,Low Loyalty,Low Risk,Young Adult,Low,No
3270,27,Female,Blouse,Clothing,60,Ohio,M,Blue,Winter,4.9,No,Express,No,No,25,Cash,Monthly,0,Medium Value,0.44693877551020406,Satisfied,Medium Loyalty,Low Risk,Adult,Low,No
3271,59,Female,Socks,Clothing,25,Illinois,M,Indigo,Winter,4.7,No,Express,No,No,48,PayPal,Annually,0,Low Value,0.3158801020408163,Satisfied,High Loyalty,Low Risk,Mature,Low,No
3272,35,Female,Socks,Clothing,55,Nevada,XL,Magenta,Spring,4.4,No,Standard,No,No,30,Credit Card,Weekly,0,Medium Value,0.5244260204081632,Satisfied,High Loyalty,Low Risk,Adult,Low,No
3273,58,Female,Shoes,Footwear,99,Texas,M,Lavender,Winter,3.1,No,Next Day Air,No,No,34,PayPal,Quarterly,0,High Value,0.6714158163265306,Unsatisfied,High Loyalty,Low Risk,Mature,Low,Yes
3274,58,Female,Belt,Accessories,45,Nevada,S,Orange,Summer,2.6,No,Free Shipping,No,No,34,PayPal,Every 3 Months,0,Low Value,0.3926658163265306,Unsatisfied,High Loyalty,Low Risk,Mature,Low,No
3275,46,Female,Sweater,Clothing,20,Oklahoma,M,Cyan,Spring,3.9,No,Store Pickup,No,No,14,Cash,Fortnightly,0,Low Value,0.17959183673469387,Unsatisfied,Medium Loyalty,Low Risk,Mature,Low,No
3276,43,Female,Pants,Clothing,88,Alabama,XL,Green,Summer,2.6,No,2-Day Shipping,No,No,2,Debit Card,Weekly,0,Medium Value,0.5386224489795919,Unsatisfied,Low Loyalty,Low Risk,Mature,Low,No
3277,39,Female,Scarf,Accessories,99,South Dakota,M,White,Summer,4.0,No,Store Pickup,No,No,41,PayPal,Every 3 Months,0,High Value,0.7392729591836735,Satisfied,High Loyalty,Low Risk,Adult,Low,Yes
3278,59,Female,Skirt,Clothing,86,Texas,M,Blue,Spring,4.9,No,Store Pickup,No,No,3,Credit Card,Monthly,0,Medium Value,0.45849489795918363,Satisfied,Low Loyalty,Low Risk,Mature,Low,No
3279,59,Female,Dress,Clothing,70,Montana,M,Black,Summer,3.3,No,2-Day Shipping,No,No,18,Bank Transfer,Weekly,0,Medium Value,0.5353316326530612,Unsatisfied,Medium Loyalty,Low Risk,Mature,Low,No
3280,59,Female,Hat,Accessories,50,Wyoming,S,Red,Fall,3.0,No,Express,No,No,1,Debit Card,Fortnightly,0,Low Value,0.26875,Unsatisfied,Low Loyalty,Low Risk,Mature,Low,No
3281,45,Female,Handbag,Accessories,57,New York,L,Red,Winter,2.7,No,Next Day Air,No,No,5,PayPal,Monthly,0,Low Value,0.3076147959183673,Unsatisfied,Low Loyalty,Low Risk,Mature,Low,No
3282,27,Female,Pants,Clothing,69,Oregon,L,Gold,Winter,3.1,No,Free Shipping,No,No,41,Bank Transfer,Annually,0,Medium Value,0.5205229591836734,Unsatisfied,High Loyalty,Low Risk,Adult,Low,No
3283,24,Female,T-shirt,Clothing,94,California,M,Red,Fall,4.8,No,Next Day Air,No,No,5,Credit Card,Monthly,0,Medium Value,0.5157397959183674,Satisfied,Low Loyalty,Low Risk,Young Adult,Low,No
3284,47,Female,Jacket,Outerwear,24,North Carolina,L,Purple,Spring,2.9,No,Express,No,No,10,Debit Card,Every 3 Months,0,Low Value,0.12760204081632653,Unsatisfied,Medium Loyalty,Low Risk,Mature,Low,No
3285,70,Female,Scarf,Accessories,79,Kentucky,L,White,Spring,4.5,No,2-Day Shipping,No,No,20,Venmo,Annually,0,Medium Value,0.4482015306122449,Satisfied,Medium Loyalty,Low Risk,Mature,Low,No
3286,58,Female,Hat,Accessories,31,Hawaii,XL,Magenta,Fall,4.6,No,Free Shipping,No,No,11,Cash,Weekly,0,Low Value,0.27309948979591836,Satisfied,Medium Loyalty,Low Risk,Mature,Low,No
3287,45,Female,Jacket,Outerwear,67,Illinois,L,Pink,Winter,5.0,No,Express,No,No,4,Venmo,Fortnightly,0,Low Value,0.3827423469387755,Satisfied,Low Loyalty,Low Risk,Mature,Low,No
3288,24,Female,Skirt,Clothing,63,West Virginia,L,Black,Spring,4.3,No,2-Day Shipping,No,No,38,Credit Card,Weekly,0,High Value,0.618405612244898,Satisfied,High Loyalty,Low Risk,Young Adult,Low,Yes
3289,67,Female,Handbag,Accessories,61,South Carolina,XL,White,Spring,4.9,No,Next Day Air,No,No,19,Credit Card,Bi-Weekly,0,Medium Value,0.4658290816326531,Satisfied,Medium Loyalty,Low Risk,Mature,Low,No
3290,31,Female,Backpack,Accessories,50,Montana,M,Maroon,Summer,4.0,No,2-Day Shipping,No,No,16,Venmo,Every 3 Months,0,Low Value,0.31058673469387754,Satisfied,Medium Loyalty,Low Risk,Adult,Low,No
3291,52,Female,Coat,Outerwear,82,North Dakota,L,Black,Spring,3.1,No,Free Shipping,No,No,2,PayPal,Monthly,0,Medium Value,0.4298724489795919,Unsatisfied,Low Loyalty,Low Risk,Mature,Low,No
3292,29,Female,Belt,Accessories,51,New Mexico,L,Olive,Fall,2.6,No,2-Day Shipping,No,No,11,Cash,Monthly,0,Low Value,0.3105994897959184,Unsatisfied,Medium Loyalty,Low Risk,Adult,Low,No
3293,62,Female,Handbag,Accessories,23,Missouri,L,Gray,Spring,4.9,No,Standard,No,No,18,Bank Transfer,Fortnightly,0,Low Value,0.2209566326530612,Satisfied,Medium Loyalty,Low Risk,Mature,Low,No
3294,19,Female,Coat,Outerwear,91,West Virginia,M,Gold,Spring,3.5,No,2-Day Shipping,No,No,47,Credit Card,Fortnightly,0,High Value,0.7810076530612244,Unsatisfied,High Loyalty,Low Risk,Young Adult,Low,Yes
3295,62,Female,Sweater,Clothing,60,South Carolina,S,Magenta,Spring,4.5,No,Store Pickup,No,No,15,Bank Transfer,Bi-Weekly,0,Medium Value,0.4357142857142857,Satisfied,Medium Loyalty,Low Risk,Mature,Low,No
3296,70,Female,Blouse,Clothing,34,West Virginia,S,Lavender,Summer,2.8,No,Next Day Air,No,No,15,Cash,Weekly,0,Low Value,0.3144642857142857,Unsatisfied,Medium Loyalty,Low Risk,Mature,Low,No
3297,20,Female,Blouse,Clothing,23,Alaska,M,Green,Spring,4.2,No,Next Day Air,No,No,47,Venmo,Quarterly,0,Low Value,0.32350765306122453,Satisfied,High Loyalty,Low Risk,Young Adult,Low,No
3298,67,Female,Belt,Accessories,82,West Virginia,M,Violet,Fall,4.1,No,Free Shipping,No,No,47,PayPal,Monthly,0,High Value,0.7053826530612245,Satisfied,High Loyalty,Low Risk,Mature,Low,Yes
3299,65,Female,Jacket,Outerwear,73,New Mexico,M,Brown,Fall,3.5,No,Express,No,No,6,Bank Transfer,Every 3 Months,0,Low Value,0.3787372448979592,Unsatisfied,Low Loyalty,Low Risk,Mature,Low,No
3300,45,Female,Shorts,Clothing,32,South Dakota,L,Teal,Spring,4.0,No,2-Day Shipping,No,No,18,Venmo,Monthly,0,Low Value,0.2465816326530612,Satisfied,Medium Loyalty,Low Risk,Mature,Low,No
3301,26,Female,Hat,Accessories,80,Oklahoma,M,Charcoal,Spring,4.0,No,Express,No,No,40,Bank Transfer,Bi-Weekly,0,High Value,0.7012755102040816,Satisfied,High Loyalty,Low Risk,Adult,Low,Yes
3302,36,Female,Pants,Clothing,58,Oklahoma,XL,Charcoal,Summer,2.5,No,Free Shipping,No,No,31,Credit Card,Fortnightly,0,Medium Value,0.49742346938775506,Unsatisfied,High Loyalty,Low Risk,Adult,Low,No
3303,36,Female,Blouse,Clothing,82,Alabama,XL,Beige,Winter,4.2,No,Standard,No,No,31,Venmo,Bi-Weekly,0,High Value,0.6574234693877551,Satisfied,High Loyalty,Low Risk,Adult,Low,Yes
3304,20,Female,Belt,Accessories,60,Mississippi,S,Turquoise,Summer,3.4,No,Next Day Air,No,No,4,Credit Card,Fortnightly,0,Low Value,0.3433673469387755,Unsatisfied,Low Loyalty,Low Risk,Young Adult,Low,No
3305,30,Female,Handbag,Accessories,79,Mississippi,XL,Orange,Fall,4.8,No,Next Day Air,No,No,36,Bank Transfer,Every 3 Months,0,High Value,0.5961607142857144,Satisfied,High Loyalty,Low Risk,Adult,Low,Yes
3306,34,Female,Hoodie,Clothing,41,Nebraska,L,Cyan,Summer,4.9,No,Standard,No,No,31,PayPal,Bi-Weekly,0,Medium Value,0.4267984693877551,Satisfied,High Loyalty,Low Risk,Adult,Low,No
3307,63,Female,Jacket,Outerwear,39,Colorado,L,Orange,Summer,3.6,No,Store Pickup,No,No,6,Venmo,Fortnightly,0,Low Value,0.2374872448979592,Unsatisfied,Low Loyalty,Low Risk,Mature,Low,No
3308,18,Female,Scarf,Accessories,36,Pennsylvania,S,Green,Winter,4.0,No,Store Pickup,No,No,1,Cash,Monthly,0,Low Value,0.165,Satisfied,Low Loyalty,Low Risk,Young Adult,Low,No
3309,55,Female,Jeans,Clothing,70,Utah,M,Pink,Fall,2.6,No,Express,No,No,29,Cash,Monthly,0,Medium Value,0.5276785714285713,Unsatisfied,High Loyalty,Low Risk,Mature,Low,No
3310,48,Female,Handbag,Accessories,47,Massachusetts,M,Blue,Summer,3.1,No,Store Pickup,No,No,19,PayPal,Monthly,0,Low Value,0.33707908163265304,Unsatisfied,Medium Loyalty,Low Risk,Mature,Low,No
3311,45,Female,Jacket,Outerwear,27,Iowa,M,Pink,Winter,3.6,No,Free Shipping,No,No,12,PayPal,Fortnightly,0,Low Value,0.2067219387755102,Unsatisfied,Medium Loyalty,Low Risk,Mature,Low,No
3312,29,Female,Hat,Accessories,52,Florida,L,Blue,Summer,4.0,No,Express,No,No,18,Bank Transfer,Annually,0,Low Value,0.28408163265306124,Satisfied,Medium Loyalty,Low Risk,Adult,Low,No
3313,55,Female,Sneakers,Footwear,75,Louisiana,L,Black,Summer,3.9,No,Next Day Air,No,No,45,Cash,Quarterly,0,High Value,0.6037627551020408,Unsatisfied,High Loyalty,Low Risk,Mature,Low,Yes
3314,55,Female,Hat,Accessories,30,Kansas,XL,Black,Fall,3.9,No,Express,No,No,45,Credit Card,Monthly,0,Medium Value,0.4006377551020408,Unsatisfied,High Loyalty,Low Risk,Mature,Low,No
3315,55,Female,Socks,Clothing,94,Kansas,M,Violet,Spring,3.3,No,Standard,No,No,8,Credit Card,Quarterly,0,Medium Value,0.4841071428571429,Unsatisfied,Medium Loyalty,Low Risk,Mature,Low,No
3316,48,Female,Scarf,Accessories,68,Kentucky,S,Gold,Summer,2.9,No,Standard,No,No,4,PayPal,Every 3 Months,0,Low Value,0.33836734693877557,Unsatisfied,Low Loyalty,Low Risk,Mature,Low,No
3317,42,Female,Socks,Clothing,45,New Mexico,M,Olive,Summer,3.1,No,Free Shipping,No,No,5,Debit Card,Fortnightly,0,Low Value,0.26511479591836734,Unsatisfied,Low Loyalty,Low Risk,Mature,Low,No
3318,21,Female,Hat,Accessories,67,North Carolina,XL,Pink,Summer,4.7,No,Standard,No,No,30,Cash,Quarterly,0,Medium Value,0.4669260204081633,Satisfied,High Loyalty,Low Risk,Young Adult,Low,No
3319,45,Female,Jacket,Outerwear,46,North Dakota,M,Olive,Summer,3.9,No,Free Shipping,No,No,15,PayPal,Monthly,0,Low Value,0.30696428571428575,Unsatisfied,Medium Loyalty,Low Risk,Mature,Low,No
3320,23,Female,Shorts,Clothing,31,North Dakota,M,Indigo,Summer,4.3,No,Next Day Air,No,No,17,Credit Card,Every 3 Months,0,Low Value,0.2098341836734694,Satisfied,Medium Loyalty,Low Risk,Young Adult,Low,No
3321,66,Female,Blouse,Clothing,44,Illinois,XL,Silver,Fall,4.2,No,2-Day Shipping,No,No,45,Cash,Every 3 Months,0,Medium Value,0.4543877551020408,Satisfied,High Loyalty,Low Risk,Mature,Low,No
3322,32,Female,Coat,Outerwear,100,Maine,S,Charcoal,Winter,4.3,No,Next Day Air,No,No,3,Venmo,Annually,0,Medium Value,0.46224489795918366,Satisfied,Low Loyalty,Low Risk,Adult,Low,No
3323,52,Female,Sweater,Clothing,92,Indiana,XL,Orange,Winter,4.6,No,Next Day Air,No,No,43,PayPal,Weekly,0,High Value,0.812142857142857,Satisfied,High Loyalty,Low Risk,Mature,Low,Yes
3324,54,Female,Handbag,Accessories,78,North Dakota,M,Yellow,Winter,3.8,No,Free Shipping,No,No,4,Credit Card,Monthly,0,Medium Value,0.41961734693877556,Unsatisfied,Low Loyalty,Low Risk,Mature,Low,No
3325,37,Female,T-shirt,Clothing,32,Missouri,S,Red,Fall,3.3,No,Standard,No,No,41,Venmo,Weekly,0,Medium Value,0.46239795918367343,Unsatisfied,High Loyalty,Low Risk,Adult,Low,No
3326,29,Female,Sandals,Footwear,97,Alaska,M,Maroon,Fall,3.7,No,2-Day Shipping,No,No,16,Venmo,Monthly,0,High Value,0.5999617346938776,Unsatisfied,Medium Loyalty,Low Risk,Adult,Low,No
3327,47,Female,Gloves,Accessories,95,North Dakota,M,Magenta,Summer,4.3,No,Standard,No,No,10,Debit Card,Annually,0,Medium Value,0.4769770408163265,Satisfied,Medium Loyalty,Low Risk,Mature,Low,No
3328,47,Female,Shorts,Clothing,64,Connecticut,M,Black,Spring,4.1,No,Express,No,No,2,Debit Card,Quarterly,0,Low Value,0.2786224489795919,Satisfied,Low Loyalty,Low Risk,Mature,Low,No
3329,42,Female,Sandals,Footwear,35,Wisconsin,M,Violet,Spring,3.2,No,Free Shipping,No,No,11,Cash,Bi-Weekly,0,Low Value,0.27059948979591836,Unsatisfied,Medium Loyalty,Low Risk,Mature,Low,No
3330,34,Female,Backpack,Accessories,54,New Jersey,M,Gray,Winter,3.8,No,Express,No,No,1,Debit Card,Bi-Weekly,0,Low Value,0.31625000000000003,Unsatisfied,Low Loyalty,Low Risk,Adult,Low,No
3331,38,Female,Sneakers,Footwear,96,Missouri,M,Black,Spring,3.2,No,2-Day Shipping,No,No,41,Bank Transfer,Quarterly,0,High Value,0.6973979591836735,Unsatisfied,High Loyalty,Low Risk,Adult,Low,Yes
3332,55,Female,Sunglasses,Accessories,58,California,M,Pink,Summer,3.5,No,Free Shipping,No,No,39,PayPal,Quarterly,0,Medium Value,0.4714030612244898,Unsatisfied,High Loyalty,Low Risk,Mature,Low,No
3333,27,Female,T-shirt,Clothing,23,Washington,M,Silver,Summer,3.1,No,2-Day Shipping,No,No,1,PayPal,Bi-Weekly,0,Low Value,0.14187500000000003,Unsatisfied,Low Loyalty,Low Risk,Adult,Low,No
3334,55,Female,Jeans,Clothing,35,Minnesota,M,Violet,Spring,4.2,No,Express,No,No,3,PayPal,Monthly,0,Low Value,0.1716198979591837,Satisfied,Low Loyalty,Low Risk,Mature,Low,No
3335,66,Female,Shirt,Clothing,23,California,M,Beige,Summer,3.4,No,Free Shipping,No,No,21,Credit Card,Annually,0,Low Value,0.13932397959183673,Unsatisfied,Medium Loyalty,Low Risk,Mature,Low,No
3336,44,Female,Hat,Accessories,94,Texas,XL,Cyan,Winter,3.5,No,Express,No,No,48,Bank Transfer,Quarterly,0,High Value,0.7290051020408163,Unsatisfied,High Loyalty,Low Risk,Mature,Low,Yes
3337,39,Female,Blouse,Clothing,45,Montana,M,Brown,Fall,4.0,No,Free Shipping,No,No,24,Debit Card,Annually,0,Low Value,0.28144132653061227,Satisfied,Medium Loyalty,Low Risk,Adult,Low,No
3338,23,Female,Jacket,Outerwear,23,Arizona,L,Blue,Winter,4.4,No,2-Day Shipping,No,No,45,Bank Transfer,Bi-Weekly,0,Medium Value,0.4112627551020408,Satisfied,High Loyalty,Low Risk,Young Adult,Low,No
3339,29,Female,Skirt,Clothing,94,Minnesota,L,White,Winter,2.9,No,2-Day Shipping,No,No,46,Credit Card,Monthly,0,High Value,0.7667602040816326,Unsatisfied,High Loyalty,Low Risk,Adult,Low,Yes
3340,20,Female,Gloves,Accessories,99,Nebraska,M,Cyan,Fall,3.6,No,Store Pickup,No,No,35,Cash,Fortnightly,0,High Value,0.7525382653061224,Unsatisfied,High Loyalty,Low Risk,Young Adult,Low,Yes
3341,42,Female,T-shirt,Clothing,36,Virginia,XL,Maroon,Fall,4.4,No,Free Shipping,No,No,47,Credit Card,Fortnightly,0,Medium Value,0.4716326530612245,Satisfied,High Loyalty,Low Risk,Mature,Low,No
3342,55,Female,Jacket,Outerwear,50,Connecticut,XL,Olive,Summer,4.5,No,Standard,No,No,35,Credit Card,Monthly,0,Medium Value,0.45191326530612247,Satisfied,High Loyalty,Low Risk,Mature,Low,No
3343,66,Female,Jacket,Outerwear,81,New Jersey,M,Violet,Spring,3.8,No,Free Shipping,No,No,45,Credit Card,Weekly,0,High Value,0.7625127551020408,Unsatisfied,High Loyalty,Low Risk,Mature,Low,Yes
3344,24,Female,Shorts,Clothing,31,Kentucky,XL,Green,Winter,3.6,No,2-Day Shipping,No,No,6,Cash,Bi-Weekly,0,Low Value,0.21748724489795918,Unsatisfied,Low Loyalty,Low Risk,Young Adult,Low,No
3345,62,Female,Hat,Accessories,48,Washington,XL,Magenta,Fall,4.3,No,Free Shipping,No,No,20,Cash,Annually,0,Low Value,0.27382653061224493,Satisfied,Medium Loyalty,Low Risk,Mature,Low,No
3346,28,Female,Handbag,Accessories,91,Florida,M,Turquoise,Summer,4.0,No,2-Day Shipping,No,No,3,Venmo,Bi-Weekly,0,Medium Value,0.5366198979591836,Satisfied,Low Loyalty,Low Risk,Adult,Low,No
3347,30,Female,Jeans,Clothing,99,Oklahoma,M,Black,Summer,3.4,No,Express,No,No,30,Venmo,Quarterly,0,High Value,0.6469260204081633,Unsatisfied,High Loyalty,Low Risk,Adult,Low,Yes
3348,22,Female,Shoes,Footwear,70,Iowa,XL,Cyan,Summer,4.4,No,Standard,No,No,28,PayPal,Bi-Weekly,0,High Value,0.5715561224489796,Satisfied,High Loyalty,Low Risk,Young Adult,Low,Yes
3349,28,Female,T-shirt,Clothing,74,New Hampshire,L,Gray,Winter,2.8,No,Standard,No,No,15,Cash,Every 3 Months,0,Medium Value,0.4394642857142857,Unsatisfied,Medium Loyalty,Low Risk,Adult,Low,No
3350,35,Female,Jewelry,Accessories,79,Georgia,M,Red,Fall,2.8,No,Store Pickup,No,No,29,PayPal,Quarterly,0,Medium Value,0.5283035714285714,Unsatisfied,High Loyalty,Low Risk,Adult,Low,No
3351,45,Female,Handbag,Accessories,33,Mississippi,S,Olive,Fall,4.9,No,2-Day Shipping,No,No,15,Cash,Bi-Weekly,0,Low Value,0.28383928571428574,Satisfied,Medium Loyalty,Low Risk,Mature,Low,No
3352,43,Female,Shirt,Clothing,49,New Hampshire,L,Cyan,Spring,4.2,No,2-Day Shipping,No,No,18,Bank Transfer,Fortnightly,0,Low Value,0.3672066326530612,Satisfied,Medium Loyalty,Low Risk,Mature,Low,No
3353,55,Female,Belt,Accessories,96,Washington,M,Teal,Summer,2.9,No,Next Day Air,No,No,7,Bank Transfer,Bi-Weekly,0,High Value,0.5892346938775511,Unsatisfied,Low Loyalty,Low Risk,Mature,Low,No
3354,31,Female,Dress,Clothing,66,Ohio,L,Teal,Fall,4.6,No,Free Shipping,No,No,19,Credit Card,Every 3 Months,0,Medium Value,0.4189540816326531,Satisfied,Medium Loyalty,Low Risk,Adult,Low,No
3355,42,Female,Skirt,Clothing,45,Maryland,M,Orange,Fall,2.8,No,Next Day Air,No,No,15,PayPal,Weekly,0,Low Value,0.37633928571428565,Unsatisfied,Medium Loyalty,Low Risk,Mature,Low,No
3356,40,Female,Blouse,Clothing,28,Delaware,M,Peach,Spring,2.6,No,Store Pickup,No,No,3,Bank Transfer,Bi-Weekly,0,Low Value,0.1822448979591837,Unsatisfied,Low Loyalty,Low Risk,Adult,Low,No
3357,39,Female,Jeans,Clothing,48,Tennessee,M,Silver,Summer,3.5,No,Store Pickup,No,No,13,PayPal,Bi-Weekly,0,Low Value,0.3559693877551021,Unsatisfied,Medium Loyalty,Low Risk,Adult,Low,No
3358,41,Female,Hoodie,Clothing,67,Arkansas,M,Pink,Winter,3.5,No,Free Shipping,No,No,37,Credit Card,Monthly,0,High Value,0.5597831632653061,Unsatisfied,High Loyalty,Low Risk,Mature,Low,Yes
3359,56,Female,T-shirt,Clothing,59,Tennessee,M,Magenta,Fall,3.4,No,2-Day Shipping,No,No,26,Cash,Annually,0,Low Value,0.3724362244897959,Unsatisfied,High Loyalty,Low Risk,Mature,Low,No
3360,43,Female,Sunglasses,Accessories,74,New Hampshire,L,Red,Fall,3.9,No,Next Day Air,No,No,29,Debit Card,Monthly,0,Medium Value,0.5501785714285714,Unsatisfied,High Loyalty,Low Risk,Mature,Low,No
3361,22,Female,Jacket,Outerwear,81,Minnesota,M,Maroon,Spring,3.3,No,2-Day Shipping,No,No,47,Cash,Every 3 Months,0,High Value,0.6747576530612245,Unsatisfied,High Loyalty,Low Risk,Young Adult,Low,Yes
3362,47,Female,Shoes,Footwear,26,Florida,M,Silver,Spring,4.1,No,Free Shipping,No,No,47,Credit Card,Bi-Weekly,0,Medium Value,0.4403826530612245,Satisfied,High Loyalty,Low Risk,Mature,Low,No
3363,50,Female,Handbag,Accessories,61,Tennessee,M,Gray,Summer,3.0,No,Next Day Air,No,No,48,Venmo,Fortnightly,0,High Value,0.6183801020408163,Unsatisfied,High Loyalty,Low Risk,Mature,Low,Yes
3364,58,Female,Sweater,Clothing,23,California,M,Turquoise,Winter,3.0,No,Next Day Air,No,No,46,Bank Transfer,Bi-Weekly,0,Medium Value,0.41738520408163265,Unsatisfied,High Loyalty,Low Risk,Mature,Low,No
3365,50,Female,Scarf,Accessories,33,Oregon,M,Peach,Fall,3.2,No,Standard,No,No,7,Credit Card,Monthly,0,Low Value,0.18485969387755102,Unsatisfied,Low Loyalty,Low Risk,Mature,Low,No
3366,43,Female,Skirt,Clothing,58,Tennessee,L,Teal,Fall,3.9,No,Express,No,No,45,Credit Card,Every 3 Months,0,Medium Value,0.5331377551020409,Unsatisfied,High Loyalty,Low Risk,Mature,Low,No
3367,38,Female,Gloves,Accessories,65,North Carolina,M,Red,Spring,3.6,No,2-Day Shipping,No,No,47,Debit Card,Quarterly,0,High Value,0.5597576530612245,Unsatisfied,High Loyalty,Low Risk,Adult,Low,Yes
3368,44,Female,T-shirt,Clothing,48,Tennessee,M,Blue,Summer,3.1,No,Store Pickup,No,No,6,Venmo,Fortnightly,0,Low Value,0.2881122448979592,Unsatisfied,Low Loyalty,Low Risk,Mature,Low,No
3369,30,Female,Sandals,Footwear,25,Nebraska,M,Blue,Spring,4.8,No,Express,No,No,29,Bank Transfer,Every 3 Months,0,Low Value,0.24955357142857143,Satisfied,High Loyalty,Low Risk,Adult,Low,No
3370,47,Female,Sweater,Clothing,51,Maine,M,Indigo,Winter,3.8,No,2-Day Shipping,No,No,42,Cash,Monthly,0,Medium Value,0.5003954081632652,Unsatisfied,High Loyalty,Low Risk,Mature,Low,No
3371,30,Female,Belt,Accessories,31,Illinois,M,Charcoal,Summer,2.8,No,Store Pickup,No,No,46,Cash,Fortnightly,0,Medium Value,0.4373852040816326,Unsatisfied,High Loyalty,Low Risk,Adult,Low,No
3372,49,Female,Hoodie,Clothing,99,Colorado,S,Turquoise,Winter,4.0,No,Next Day Air,No,No,28,PayPal,Annually,0,High Value,0.6096811224489795,Satisfied,High Loyalty,Low Risk,Mature,Low,Yes
3373,56,Female,Socks,Clothing,25,Pennsylvania,M,Maroon,Winter,4.6,No,Free Shipping,No,No,14,Credit Card,Every 3 Months,0,Low Value,0.15771683673469386,Satisfied,Medium Loyalty,Low Risk,Mature,Low,No
3374,70,Female,Sandals,Footwear,52,Minnesota,M,Purple,Spring,3.5,No,Store Pickup,No,No,12,Debit Card,Every 3 Months,0,Low Value,0.2973469387755102,Unsatisfied,Medium Loyalty,Low Risk,Mature,Low,No
3375,22,Female,Blouse,Clothing,47,Nevada,S,Lavender,Spring,3.7,No,2-Day Shipping,No,No,41,Debit Card,Annually,0,Medium Value,0.39677295918367345,Unsatisfied,High Loyalty,Low Risk,Young Adult,Low,No
3376,51,Female,Boots,Footwear,98,Connecticut,XL,Yellow,Fall,4.9,No,Express,No,No,8,Credit Card,Annually,0,Medium Value,0.4816071428571429,Satisfied,Medium Loyalty,Low Risk,Mature,Low,No
3377,22,Female,Hat,Accessories,46,Ohio,M,Green,Winter,4.1,No,Store Pickup,No,No,24,Cash,Quarterly,0,Low Value,0.3120663265306123,Satisfied,Medium Loyalty,Low Risk,Young Adult,Low,No
3378,37,Female,Shirt,Clothing,32,Kentucky,M,Yellow,Winter,4.6,No,Next Day Air,No,No,18,PayPal,Fortnightly,0,Low Value,0.27158163265306123,Satisfied,Medium Loyalty,Low Risk,Adult,Low,No
3379,49,Female,Shorts,Clothing,75,Minnesota,L,Gold,Fall,4.5,No,Next Day Air,No,No,6,Cash,Quarterly,0,Low Value,0.3649872448979592,Satisfied,Low Loyalty,Low Risk,Mature,Low,No
3380,61,Female,Handbag,Accessories,51,Tennessee,L,Turquoise,Summer,5.0,No,Store Pickup,No,No,40,Cash,Weekly,0,High Value,0.5631505102040816,Satisfied,High Loyalty,Low Risk,Mature,Low,Yes
3381,41,Female,Dress,Clothing,52,North Dakota,L,Blue,Summer,3.8,No,Standard,No,No,6,PayPal,Every 3 Months,0,Low Value,0.2606122448979592,Unsatisfied,Low Loyalty,Low Risk,Mature,Low,No
3382,57,Female,Hat,Accessories,66,Minnesota,L,Turquoise,Winter,4.7,No,Standard,No,No,27,Credit Card,Quarterly,0,Medium Value,0.4429336734693878,Satisfied,High Loyalty,Low Risk,Mature,Low,No
3383,34,Female,Sweater,Clothing,35,Nebraska,M,Maroon,Spring,2.8,No,Express,No,No,2,Bank Transfer,Weekly,0,Low Value,0.2404974489795918,Unsatisfied,Low Loyalty,Low Risk,Adult,Low,No
3384,27,Female,Coat,Outerwear,43,Delaware,M,Pink,Fall,2.6,No,Next Day Air,No,No,39,Venmo,Bi-Weekly,0,Medium Value,0.4870280612244897,Unsatisfied,High Loyalty,Low Risk,Adult,Low,No
3385,39,Female,Hoodie,Clothing,24,Minnesota,L,Maroon,Summer,3.8,No,Free Shipping,No,No,9,Venmo,Quarterly,0,Low Value,0.09647959183673471,Unsatisfied,Medium Loyalty,Low Risk,Adult,Low,No
3386,62,Female,Jewelry,Accessories,83,Rhode Island,M,Olive,Winter,2.8,No,Standard,No,No,16,Credit Card,Every 3 Months,0,Medium Value,0.4962117346938776,Unsatisfied,Medium Loyalty,Low Risk,Mature,Low,No
3387,34,Female,T-shirt,Clothing,62,Michigan,M,Lavender,Fall,2.6,No,2-Day Shipping,No,No,36,Cash,Quarterly,0,Medium Value,0.4755357142857143,Unsatisfied,High Loyalty,Low Risk,Adult,Low,No
3388,53,Female,Pants,Clothing,78,New Jersey,S,Pink,Spring,3.4,No,2-Day Shipping,No,No,2,Credit Card,Bi-Weekly,0,Medium Value,0.4573724489795919,Unsatisfied,Low Loyalty,Low Risk,Mature,Low,No
3389,35,Female,Sweater,Clothing,61,South Dakota,M,Cyan,Spring,4.5,No,Store Pickup,No,No,21,Credit Card,Weekly,0,Medium Value,0.5030739795918366,Satisfied,Medium Loyalty,Low Risk,Adult,Low,No
3390,38,Female,Pants,Clothing,57,North Carolina,L,Maroon,Fall,3.8,No,Free Shipping,No,No,39,Venmo,Annually,0,Medium Value,0.44077806122448976,Unsatisfied,High Loyalty,Low Risk,Adult,Low,No
